product_name,brand_name,rating,rating_count,marked_price,discounted_price,sizes,product_link,img_link,product_tag,brand_tag,discount_amount,discount_percent
Desert Trekking Cap Desert 500,FORCLAZ By Decathlon,4.4,102,1499,1199,Onesize,caps/forclaz-by-decathlon/forclaz-by-decathlon-unisex-brown-solid-desert-trekking-cap-uv-protection-desert-500/12946756/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/11/10/571a11df-c1ce-4042-a51b-811baee068a41605003329959-1.jpg",caps,forclaz-by-decathlon,300,20
Women V-Neck Pure Cotton T-shirt,Moda Rapido,3.7,90,749,337,"XS,S,M,L,XL,XXL,3XL",tshirts/moda-rapido/moda-rapido-women-grey-v-neck-pure-cotton-t-shirt/15070848/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15070848/2021/8/18/aa87e7d5-112b-47c1-bf40-d3b0e7f384b21629271103284-Moda-Rapido-Women-Tshirts-4521629271102796-1.jpg",tshirts,moda-rapido,412,55
Women Colourblocked Heels,Monrow,4.3,326,2299,1199,"EURO36,EURO37,EURO38,EURO39,EURO40",heels/monrow/monrow-women-muted-gold-toned--brown-colourblocked-heels/1858157/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1858157/2022/5/13/09539191-b4f5-4893-a03f-645790cfccfd1652442982855MonrowWomenMutedGold-TonedBrownColourblockedHeels1.jpg",heels,monrow,1100,47
Men Chino Shorts,Peter England Casuals,0,0,1399,1399,"30,32,34,36,38",shorts/peter-england-casuals/peter-england-casuals-men-white-chino-shorts/18390314/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18390314/2022/5/23/9a84a6bf-e916-4ece-99b7-5ab98f9052441653312038303PeterEnglandCasualsMenWhiteShorts1.jpg",shorts,peter-england-casuals,0,0
Embroidered Unstitched Dress Material,Shaily,4.3,9,3059,1315,Onesize,dress-material/shaily/shaily-maroon-embroidered-pure-cotton-unstitched-dress-material/16334128/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16334128/2021/12/15/d959c444-8267-4c0f-8e74-e1761aa35def1639570894156-Shaily-Maroon-Pure-Cotton-Unstitched-Dress-Material-13516395-1.jpg",dress-material,shaily,1744,57
Men Printed Cotton Night suit,Mast & Harbour,0,0,2299,919,"S,M,L,XL,XXL",night-suits/mast--harbour/mast--harbour-men-sea-green--navy-blue-printed-pure-cotton-night-suit/14967236/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14967236/2022/3/22/3fcefd1e-f2d6-4925-9022-265c630ab5fb1647950276477-Mast--Harbour-Men-Night-suits-9381647950275721-1.jpg",night-suits,mast--harbour,1380,60
Foundation Natural 02 18ml,FACES CANADA,4.1,142,199,139,Onesize,foundation-and-primer/faces-canada/faces-canada-weightless-matte-foundation-with-grape-extracts-and-shea-butter-natural-18ml/13263542/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13263542/2021/6/15/2fa3530d-d4d4-45ee-9671-4396328dd9a01623738046642FacesCanadaWeightlessMatteFoundationwithGrapeextractsandShea1.jpg",foundation-and-primer,faces-canada,60,30
Women Yoke Design Kurta Set,Indo Era,4.1,95,5999,2039,"XS,S,M,L,XL,XXL",kurta-sets/indo-era/indo-era-women-yellow-ethnic-motifs-yoke-design-regular-kurta-with-trousers--with-dupatta/15654114/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15654114/2021/11/11/efcd15f0-9f91-4aff-8d29-72a4f326c4361636631189587-Indo-Era-Women-Yellow-Ethnic-Motifs-Yoke-Design-Regular-Kurt-1.jpg",kurta-sets,indo-era,3960,66
Women Ribbed Vest Top,H&M,4,8,1299,1299,"XS,S,M,L,XL",tops/hm/hm-women-blue-solid-round-neck-ribbed-vest-top/18131594/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18131594/2022/5/3/7e2f2881-be4e-4169-bbe7-d22505ea93091651568546265Ribbedvesttop1.jpg",tops,hm,0,0
Women Parallel Trousers,W,4.1,481,1499,1499,"29,31,33",trousers/w/w-women-black-parallel-trousers/7736676/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7736676/2022/4/18/034b090e-d137-4342-9d70-1c36768809721650284956384WWomenBlackParallelTrousers1.jpg",trousers,w,0,0
Men Slim Fit Casual Shirt,Flying Machine,0,0,1799,1799,"38,40,42,44,46",shirts/flying-machine/flying-machine-men-orange-striped-slim-fit-pure-cotton-casual-shirt/17917508/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17917508/2022/6/1/35058313-2810-4026-933d-8cfe5119b7f71654077986940-Flying-Machine-Men-Orange-Striped-Slim-Fit-Pure-Cotton-Casua-1.jpg",shirts,flying-machine,0,0
EcoVero Drop-Waist Dress,MANGO,3.1,18,2990,1644,"XS,S,M,L",dresses/mango/mango-women-ecovero-olive-green-solid-drop-waist-dress/13743752/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13743752/2021/4/3/a100d99d-6177-4348-b5e3-7abf1cbd6c151617430629785BlazersMANGOWomenTopsMANGOWomenTopsMANGOWomenTopsMANGOWomenT1.jpg",dresses,mango,1346,45
Striped Round Neck Pure Cotton T-shirt,Harvard,4.2,291,999,399,"S,M,L,XL",tshirts/harvard/harvard-women-navy--white-striped-round-neck-pure-cotton-t-shirt/8437937/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8437937/2019/2/14/59c47d72-48ff-4864-9c9a-1ea817c0bea41550139572317-Harvard-Women-Blue-Striped-Round-Neck-T-shirt-14115501395703-1.jpg",tshirts,harvard,600,60
Men Cotton Casual Shirt,Roadster,4.5,13,1899,664,"38,40,42,44",shirts/roadster/roadster-men-green--navy-blue-pure-cotton-tartan-checks-checked-casual-shirt/15221424/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15221424/2022/1/27/63e79a53-b9be-4da9-bcb5-1eacd2bb7cbb1643279724493-Roadster-Men-Shirts-5061643279723802-1.jpg",shirts,roadster,1235,65
Sheath Dress,URBANIC,0,0,890,890,"XS,S,M,L",dresses/urbanic/urbanic-yellow-sheath-dress/18501424/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18501424/2022/5/30/2dc3742f-baf8-408e-a70b-17e8145676fb1653896482061URBANICYellowSheathDress1.jpg",dresses,urbanic,0,0
Men Slim Fit Formal Shirt,Raymond,0,0,2599,1949,"39,40,42,44",shirts/raymond/raymond-men-beige--brown-slim-fit-checked-pure-cotton-formal-shirt/17775416/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17775416/2022/5/13/b6ed80d4-a382-4e61-9a98-0e3e9011ec931652423555552-Raymond-Men-Shirts-8611652423555146-1.jpg",shirts,raymond,650,25
Solid Ruched Dress,QUIERO,4.3,6,3097,929,"XS,S,M,L",dresses/quiero/quiero-intense-navy-blue-solid-ruched-dress/14096640/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14096640/2021/7/19/3413bbf5-79d9-4f1c-87d4-78e0611285581626695236163-QUIERO-Women-Dresses-8961626695235498-1.jpg",dresses,quiero,2168,70
Men Formal Suit,Arrow,0,0,9999,6499,"36,38,40,42,44,46",suits/arrow/arrow-men-blue-self-design-single-breasted-formal-suit/16965046/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16965046/2022/2/11/19a06eca-23e5-4a16-ad22-c3aecc2f35381644558581248-Arrow-Men-Suits-3281644558580067-1.jpg",suits,arrow,3500,35
Men Cotton Punisher T-shirt,The Souled Store,4.7,18,899,649,"XS,S,M,L,XL,XXL",tshirts/the-souled-store/the-souled-store-men-black-cotton-punisher-print-t-shirt/16654134/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16654134/2022/1/3/7a30ff6e-72bb-43dc-9dc3-a4e852ea10f81641192555313TheSouledStoreMenBlackTypographyPrintedAppliqueT-shirt1.jpg",tshirts,the-souled-store,250,27
Women 90s Denim Skirt,H&M,0,0,1999,1999,"23,25,27,28,30,31,33",skirts/hm/hm-women-blue-pure-cotton-90s-denim-skirt/18345990/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18345990/2022/5/20/4fc11678-453e-45a4-b2b3-5632e47c6aad165302743229390sdenimskirt1.jpg",skirts,hm,0,0
Floral Kaftan Dress,Libas,4.1,11,2199,1539,Onesize,dresses/libas/libas-women-gorgeous-green-floral-kaftan-dress/16577658/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16577658/2022/1/3/60489b8e-52de-4f8e-9535-139ce865e57d1641208782889-Libas-Women-Dresses-2021641208782411-1.jpg",dresses,libas,660,30
Women Printed Kurta with Palazzos With Dupatta,Libas,4.6,22,4999,2499,"XS,S,M,L,XL,XXL",kurta-sets/libas/libas-women-maroon-floral-printed-angrakha-kurta-with-palazzos--with-dupatta/15567524/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15567524/2021/10/19/239c672f-8a5c-45ed-9d33-d99a1667d2aa1634640212871-Libas-Women-Maroon-Floral-Printed-Angrakha-Kurta-with-Palazz-1.jpg",kurta-sets,libas,2500,50
Women Embroidered Kurta,Anouk,4.3,26,2399,839,"XS,S,M,L,XL",kurtas/anouk/anouk-women-red-embroidered-mandarin-collar-a-line-kurta/17090674/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17090674/2022/3/21/0d454963-72b0-46ce-8089-587f1eeeda921647857003552-Anouk-Women-Kurtas-4161647857002966-1.jpg",kurtas,anouk,1560,65
Solid Sling Bag,Lino Perros,4.4,194,3495,1467,Onesize,handbags/lino-perros/lino-perros-tan-brown-solid-sling-bag/7743581/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7743581/2018/11/27/e43c6bcb-163d-4c1f-ae2c-7b0885ae83a61543297678073-Lino-Perros-Tan-Leatherette-Sling-Bag-4171543297677964-1.jpg",handbags,lino-perros,2028,58
Crepe Maxi Dress,Berrylush,4.3,102,1999,859,"S,M,L,XL",dresses/berrylush/berrylush-maroon-crepe-maxi-dress/14327592/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/5/18/1942e939-331e-4f9d-b0df-9cf3fb86198d1621314891693-1.jpg",dresses,berrylush,1140,57
Women Set of 3 Hipster Briefs,DressBerry,4.4,50,975,199,"S,M,L,XL",briefs/dressberry/dressberry-women-set-of-3-cotton-hipster-briefs-db-brf-3pp-newcotton-026z/17439380/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17439380/2022/4/12/864d928a-6b10-448e-9d9b-81b132d655f11649759785200-DressBerry-Women-Briefs-5611649759784754-1.jpg",briefs,dressberry,776,79
Floral Midi Dress,JC Collection,0,0,6599,4949,"S,M,L,XL,XXL",dresses/jc-collection/jc-collection-multicoloured-floral-midi-dress/18228928/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18228928/2022/5/11/657a1aaf-4f71-41d1-b8e2-d4736dd395271652264457912JCCollectionMulticolouredFloralMidiDress1.jpg",dresses,jc-collection,1650,25
Men Training or Gym Shoes,bacca bucci,4.5,30,2499,1249,"UK6,UK7,UK8,UK9,UK10",sports-shoes/bacca-bucci/bacca-bucci-men-black-caper-high-top-sneakers-with-anti-slip-sole--breathable-upper/14111116/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14111116/2022/4/27/ba9c9668-836b-4208-a95d-2cf4667336601651050561483baccabucciMenBlackCAPERHighTopSneakersWithAntiSlipSoleBreath1.jpg",sports-shoes,bacca-bucci,1250,50
Men Striped High-Top Sneakers,mr.wonker,3.1,243,3699,739,"UK6,UK7,UK8,UK9,UK10",casual-shoes/mrwonker/mr-wonker-men-black-striped-high-top-sneakers/15713834/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15713834/2021/10/2/b7f8bc40-c023-4814-a7e5-593740ecd9f81633154208578mrwonkerMenBlackAngryBirdsStripedHigh-TopSneakers1.jpg",casual-shoes,mrwonker,2960,80
Men Solid Cotton Joggers,FILA,0,0,2099,2099,"M,L,XL,XXL",track-pants/fila/-fila-men-blue-solid-cotton-joggers/18223080/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18223080/2022/5/11/1c218375-d72f-43f5-9a87-52c84db58bdc1652274408117FILAMenBlueSolidCottonJoggers1.jpg",track-pants,fila,0,0
Women Solid Ankle-Length Shimmer Leggings,TWIN BIRDS,4.5,374,749,749,"S,M,L,XL,XXL",leggings/twin-birds/twin-birds-women-gold-toned-solid-ankle-length-shimmer-leggings/13387724/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/1/8/76e7c9af-7fba-4352-9554-94f87953e1ba1610112231067-1.jpg",leggings,twin-birds,0,0
PU Structured Handheld Bag,Allen Solly,0,0,2999,2549,Onesize,handbags/allen-solly/allen-solly-red-pu-structured-handheld-bag/18037178/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18037178/2022/6/2/e59cfa4e-f4ba-43f9-b5a1-23323c7f16961654167872036-Allen-Solly-Women-Handbags-9781654167871360-1.jpg",handbags,allen-solly,450,15
Women Logo Printed Sweat Pants,Puma,4.5,15,2799,2239,"XS,S,M,L,XL",track-pants/puma/puma-women-black-brand-logo-printed-sweat-pants/17051566/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17051566/2022/2/21/2723e33f-d68f-48b5-a30d-3d34b0842bc11645427494488-Puma-Women-Track-Pants-9381645427493873-1.jpg",track-pants,puma,560,20
Pack of 2 Cotton Tshirts,YK,4.8,9,1499,1499,"2-3Y,3-4Y,4-5Y,6-7Y",tshirts/yk/-yk-boys-pack-of-2-pure-cotton-printed-t-shirts/15067352/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15067352/2021/12/16/699793a0-a811-4b26-8fab-7bb5ca81e9041639647072226-YK-Boys-Tshirts-9471639647071866-1.jpg",tshirts,yk,0,0
Satin Sheath Midi Dress,Aayna,0,0,1749,787,"S,M,L",dresses/aayna/aayna-red-satin-sheath-midi-dress/18406940/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18406940/2022/6/1/677e2ead-bf61-4c76-bffe-a2b6e1dddeda1654075872010DressesRUNWAYINWomenNightsuitsMarksSpencerWomenStockingsMark1.jpg",dresses,aayna,962,55
Women Kurta with Palazzos With Dupatta,InWeave,0,0,5999,1499,"S,M,L,XL,XXL",kurta-sets/inweave/inweave-women-yellow-empire-kurta-with-palazzos--with-dupatta/18489082/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18489082/2022/6/3/70a76442-0982-4246-bc8b-c119a965e7091654235147566-YELLOW-STRAPPY-KURTA-WITH-MAROON-BANDHANI-DUPATTA-3081654235-1.jpg",kurta-sets,inweave,4500,75
Girls Printed Top with Shorts,Nauti Nati,5,7,1499,899,"6-12M,12-18M,18-24M,24-36M",clothing-set/nauti-nati/nauti-nati-girls-blue--white-printed-cotton-top-with-shorts/17734590/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17734590/2022/4/1/af1a0e21-5dbb-4a18-bd81-cfb25fee8b781648833099492NautiNatiGirlsBlueClothingSet1.jpg",clothing-set,nauti-nati,600,40
Women Solid Ankle-Length Shimmer Leggings,TWIN BIRDS,4.5,374,749,749,"S,M,L,XL,XXL",leggings/twin-birds/twin-birds-women-gold-toned-solid-ankle-length-shimmer-leggings/13387724/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/1/8/76e7c9af-7fba-4352-9554-94f87953e1ba1610112231067-1.jpg",leggings,twin-birds,0,0
PU Structured Handheld Bag,Allen Solly,0,0,2999,2549,Onesize,handbags/allen-solly/allen-solly-red-pu-structured-handheld-bag/18037178/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18037178/2022/6/2/e59cfa4e-f4ba-43f9-b5a1-23323c7f16961654167872036-Allen-Solly-Women-Handbags-9781654167871360-1.jpg",handbags,allen-solly,450,15
Women Logo Printed Sweat Pants,Puma,4.5,15,2799,2239,"XS,S,M,L,XL",track-pants/puma/puma-women-black-brand-logo-printed-sweat-pants/17051566/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17051566/2022/2/21/2723e33f-d68f-48b5-a30d-3d34b0842bc11645427494488-Puma-Women-Track-Pants-9381645427493873-1.jpg",track-pants,puma,560,20
Pack of 2 Cotton Tshirts,YK,4.8,9,1499,1499,"2-3Y,3-4Y,4-5Y,6-7Y",tshirts/yk/-yk-boys-pack-of-2-pure-cotton-printed-t-shirts/15067352/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15067352/2021/12/16/699793a0-a811-4b26-8fab-7bb5ca81e9041639647072226-YK-Boys-Tshirts-9471639647071866-1.jpg",tshirts,yk,0,0
Satin Sheath Midi Dress,Aayna,0,0,1749,787,"S,M,L",dresses/aayna/aayna-red-satin-sheath-midi-dress/18406940/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18406940/2022/6/1/677e2ead-bf61-4c76-bffe-a2b6e1dddeda1654075872010DressesRUNWAYINWomenNightsuitsMarksSpencerWomenStockingsMark1.jpg",dresses,aayna,962,55
Women Kurta with Palazzos With Dupatta,InWeave,0,0,5999,1499,"S,M,L,XL,XXL",kurta-sets/inweave/inweave-women-yellow-empire-kurta-with-palazzos--with-dupatta/18489082/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18489082/2022/6/3/70a76442-0982-4246-bc8b-c119a965e7091654235147566-YELLOW-STRAPPY-KURTA-WITH-MAROON-BANDHANI-DUPATTA-3081654235-1.jpg",kurta-sets,inweave,4500,75
Girls Printed Top with Shorts,Nauti Nati,5,7,1499,899,"6-12M,12-18M,18-24M,24-36M",clothing-set/nauti-nati/nauti-nati-girls-blue--white-printed-cotton-top-with-shorts/17734590/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17734590/2022/4/1/af1a0e21-5dbb-4a18-bd81-cfb25fee8b781648833099492NautiNatiGirlsBlueClothingSet1.jpg",clothing-set,nauti-nati,600,40
Women Leather Straps Watch,French Connection,4.6,12,6950,1737,Onesize,watches/french-connection/french-connection-women-black-embellished-dial-leather-straps-analogue-watch-fcl24-a/15307250/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15307250/2021/8/30/05377c40-d307-49b1-9ef2-d30ff7ed13e81630321166809FrenchConnectionWomenBlackEmbellishedDialBlackLeatherStrapsA1.jpg",watches,french-connection,5213,75
Women Charming Lady EDP - 50ml,Menjewell,0,0,599,449,40-50 ML,perfume-and-body-mist/menjewell/menjewell-women-charming-lady-eau-de-parfum---50ml/18278636/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18278636/2022/6/13/26af2afe-3838-4438-8819-83cb4cdbe0311655136123200MenjewellWomenCharmingLadyEaudeParfum-50ml1.jpg",perfume-and-body-mist,menjewell,150,25
Casual Shirt,Mast & Harbour,4,32,2199,1099,"38,40,42,44",shirts/mast--harbour/mast--harbour-men-blue-gingham-checked-pure-cotton-casual-shirt/15269364/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15269364/2021/12/14/3965c027-bd2b-4641-8f69-97104d61eb291639469189622KookNKeechMenOffWhiteStretchableJeansSweatshirtsWROGNMenShir1.jpg",shirts,mast--harbour,1100,50
Women Ethnic Maxi Dress,GULMOHAR JAIPUR,4,14,2199,857,"S,M,L,XL,XXL",dresses/gulmohar-jaipur/gulmohar-jaipur-women-blue-ethnic-motifs-maxi-dress/15618722/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15618722/2021/9/25/7c1577b0-e563-4759-be1b-5d17dfd91e001632582373949GULMOHARJAIPURBlueEthnicMotifsMaxiDress1.jpg",dresses,gulmohar-jaipur,1342,61
Lightly Padded Bra,Domyos By Decathlon,3.6,37,999,869,"XS,S,M,L,XL",bra/domyos-by-decathlon/domyos-by-decathlon-black-bra-lightly-padded/17037550/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17037550/2022/2/3/dd8afea5-f083-4e0f-b9fe-fb8112ce9d821643897735955FBRA120COTTONWSportsBraBLK1.jpg",bra,domyos-by-decathlon,130,13
Striped Round Neck Pure Cotton T-shirt,Jockey,4.5,76,549,549,"S,M,L",tshirts/jockey/jockey-men-grey-melange--navy-striped-round-neck-pure-cotton-t-shirt/9874459/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9874459/2019/6/14/601efd48-54b9-4709-a0b3-b9e17a18d1ba1560493843174-Jockey-Men-Tshirts-9941560493841777-1.jpg",tshirts,jockey,0,0
Burgundy Georgette Swirling Volume Kurta,Kvsfab,4.4,393,6099,1809,"S,M,L,XL,XXL,3XL",kurtas/kvsfab/kvsfab-women-burgundy-georgette-swirling-volume-kurta/15019264/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15019264/2022/5/2/88b84c5f-3326-4053-b20c-3bb7fb12a4441651468306959-Kvsfab-Women-Burgundy-Ethnic-Motifs-Embroidered-Georgette-An-1.jpg",kurtas,kvsfab,4290,70
Women Running Shoes,Duke,0,0,2795,1118,"UK4,UK5,UK6,UK7,UK8,UK9",sports-shoes/duke/duke-women-navy-blue-textile-running-shoes/17488410/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17488410/2022/5/13/20bd762b-6311-44f6-91c8-954a53e62b271652427290656-Duke-Women-Navy-Blue-Textile-Running-Shoes-2221652427290396-1.jpg",sports-shoes,duke,1677,60
Motif-detail sweatshorts,H&M,5,5,799,799,"8-9Y,9-10Y,10-11Y,11-12Y,12-13Y,13-14Y,14-15Y",shorts/hm/hm-boys-green-motif-detail-sweatshorts/17759852/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17759852/2022/4/5/ab56d8e1-4b1c-424a-bddd-4cf9d26324521649161249516Motif-detailsweatshorts1.jpg",shorts,hm,0,0
Cotton Regular Track Pants,Harvard,3.8,20,1098,439,"S,M,L,XL",track-pants/harvard/harvard-women-pink-pure-cotton-regular-track-pants/15363100/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15363100/2022/3/25/e5c2e2db-343a-49d1-9443-7f37a61280a71648192274388-Harvard-Women-Track-Pants-1391648192273749-1.jpg",track-pants,harvard,659,60
Men one8 Graphic Pure Cotton T-shirt,Puma,4.5,44,1499,749,"S,M,L,XL,XXL",tshirts/puma/puma-men-red-typography-slim-fit-one8-virat-kohli-graphic-printed-pure-cotton-t-shirt/14918906/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14918906/2021/8/5/68de0b1e-85a4-4e76-bb12-3270f2d705731628159720657SweatshirtsHarvardWomenKurtasKvsfabWomenKurtasKvsfabWomenKur1.jpg",tshirts,puma,750,50
Women Studded Kada Bracelet,Priyaasi,4.2,25,3449,1000,Onesize,bracelet/priyaasi/priyaasi-women-rose-gold-toned--plated-american-diamond-studded-handcrafted-kada-bracelet/15547726/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15547726/2021/9/21/533f71af-930c-4f4d-ad6e-4b7068b978cc1632207742654AmericanDiamondRoseGoldPlatedBracelet1.jpg",bracelet,priyaasi,2449,71
