name,team,date_of_birth,palce_of_birth,role,height,test_bat_rank,odi_bat_rank,t20_bat_rank,test_bow_rank,odi_bow_rank,t20_bow_rank,link,bat_path,bow_path,BT_Test_M,BT_Test_Inn,BT_Test_NO,BT_Test_Runs,BT_Test_HS,BT_Test_Avg,BT_Test_BF,BT_Test_SR,BT_Test_100,BT_Test_200,BT_Test_50,BT_Test_4s,BT_Test_6s,BT_ODI_M,BT_ODI_Inn,BT_ODI_NO,BT_ODI_Runs,BT_ODI_HS,BT_ODI_Avg,BT_ODI_BF,BT_ODI_SR,BT_ODI_100,BT_ODI_200,BT_ODI_50,BT_ODI_4s,BT_ODI_6s,BT_T20I_M,BT_T20I_Inn,BT_T20I_NO,BT_T20I_Runs,BT_T20I_HS,BT_T20I_Avg,BT_T20I_BF,BT_T20I_SR,BT_T20I_100,BT_T20I_200,BT_T20I_50,BT_T20I_4s,BT_T20I_6s,BT_IPL_M,BT_IPL_Inn,BT_IPL_NO,BT_IPL_Runs,BT_IPL_HS,BT_IPL_Avg,BT_IPL_BF,BT_IPL_SR,BT_IPL_100,BT_IPL_200,BT_IPL_50,BT_IPL_4s,BT_IPL_6s,BW_Test_M,BW_Test_Inn,BW_Test_B,BW_Test_Runs,BW_Test_Wkts,BW_Test_BBI,BW_Test_BBM,BW_Test_Econ,BW_Test_Avg,BW_Test_SR,BW_Test_5W,BW_Test_10W,BW_ODI_M,BW_ODI_Inn,BW_ODI_B,BW_ODI_Runs,BW_ODI_Wkts,BW_ODI_BBI,BW_ODI_BBM,BW_ODI_Econ,BW_ODI_Avg,BW_ODI_SR,BW_ODI_5W,BW_ODI_10W,BW_T20I_M,BW_T20I_Inn,BW_T20I_B,BW_T20I_Runs,BW_T20I_Wkts,BW_T20I_BBI,BW_T20I_BBM,BW_T20I_Econ,BW_T20I_Avg,BW_T20I_SR,BW_T20I_5W,BW_T20I_10W,BW_IPL_M,BW_IPL_Inn,BW_IPL_B,BW_IPL_Runs,BW_IPL_Wkts,BW_IPL_BBI,BW_IPL_BBM,BW_IPL_Econ,BW_IPL_Avg,BW_IPL_SR,BW_IPL_5W,BW_IPL_10W
Norman Vanua,Papua New Guinea,"Dec 02, 1993 (29 years)",--,Bowling Allrounder,--,--,--,100,--,--,--,https://www.cricbuzz.com/profiles/8480/norman-vanua,Scores/bat_8480.csv,Scores/bow_8480.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,47,43,3,639,57,15.97,846,75.53,0,0,1,31,36,33,28,7,512,71,24.38,370,138.38,0,0,3,25,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,46,2060,1814,59,4/24,4/24,5.28,30.75,34.92,0,0,33,28,580,734,34,3/14,3/14,7.59,21.59,17.06,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Dogodo Bau,Papua New Guinea,"Dec 05, 1994 (28 years)",--,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/8469/dogodo-bau,Scores/bat_8469.csv,Scores/bow_8469.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,14,13,2,204,46,18.55,367,55.59,0,0,0,14,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Geraint Jones,Papua New Guinea,"Jul 14, 1976 (46 years)","Kundiawa, Papua New Guinea",WK-Batsman,5 ft 10 in,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/165/geraint-jones,Scores/bat_165.csv,Scores/bow_165.csv,34,53,4,1172,100,23.92,2165,54.13,1,0,6,155,12,51,43,8,861,80,24.6,1116,77.15,0,0,4,74,14,2,2,1,33,19,33.0,25,132.0,0,0,0,5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tony Ura,Papua New Guinea,"Oct 15, 1989 (33 years)",Papua New Guinea,WK-Batsman,--,--,--,41,--,--,--,https://www.cricbuzz.com/profiles/10115/tony-ura,Scores/bat_10115.csv,Scores/bow_10115.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,52,52,0,1069,151,20.56,1422,75.18,1,0,3,105,22,29,28,3,804,93,32.16,523,153.73,0,0,7,56,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,1,6,12,0,0/12,0/12,12.0,0.0,0.0,0,0,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jack Vare,Papua New Guinea,"Feb 14, 1986 (36 years)",Papua New Guinea,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10121/jack-vare,Scores/bat_10121.csv,Scores/bow_10121.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,1,119,38,13.22,146,81.51,0,0,0,7,0,7,6,0,30,13,5.0,35,85.71,0,0,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Hiri Hiri,Papua New Guinea,"May 01, 1995 (27 years)",--,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9906/hiri-hiri,Scores/bat_9906.csv,Scores/bow_9906.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,24,24,4,275,31,13.75,532,51.69,0,0,0,18,0,3,3,0,10,8,3.33,20,50.0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,7,102,113,3,1/6,1/6,6.65,37.67,34.0,0,0,3,1,6,5,0,0/5,0/5,5.0,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Loa Nou,Papua New Guinea,"Dec 31, 1987 (34 years)",--,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10425/loa-nou,Scores/bat_10425.csv,Scores/bow_10425.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,1,2,2,0.0,3,66.67,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,60,65,1,1/24,1/24,6.5,65.0,60.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Nosaina Pokana,Papua New Guinea,"Apr 12, 1996 (26 years)",--,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/9910/nosaina-pokana,Scores/bat_9910.csv,Scores/bow_9910.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,21,15,6,63,11,7.0,159,39.62,0,0,0,3,1,17,9,5,33,9,8.25,44,75.0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,21,989,762,26,3/25,3/25,4.62,29.31,38.04,0,0,17,17,334,438,16,3/21,3/21,7.87,27.38,20.88,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Chad Soper,Papua New Guinea,"Nov 19, 1991 (31 years)",Port Moresby,Bowler,--,--,--,--,--,55,--,https://www.cricbuzz.com/profiles/8477/chad-soper,Scores/bat_8477.csv,Scores/bow_8477.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,44,42,11,626,46,20.19,1081,57.91,0,0,0,28,7,14,9,5,65,16,16.25,79,82.28,0,0,0,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,44,2052,1535,55,6/41,6/41,4.49,27.91,37.31,1,0,14,14,278,351,16,3/11,3/11,7.58,21.94,17.38,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Jatinder Singh,Oman,"Mar 05, 1989 (33 years)",--,Batsman,--,--,64,73,--,--,--,https://www.cricbuzz.com/profiles/10453/jatinder-singh,Scores/bat_10453.csv,Scores/bow_10453.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,37,36,1,1098,118,31.37,1411,77.82,3,0,6,118,20,46,46,6,1056,73,26.4,899,117.46,0,0,5,107,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,1,12,11,0,0/11,0/11,5.5,0.0,0.0,0,0,46,1,12,17,0,0/17,0/17,8.5,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Arun Poulose,Oman,"Jul 22, 1986 (36 years)","Aluva, Ernakulam, Kerala",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10454/arun-poulose,Scores/bat_10454.csv,Scores/bow_10454.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,0,9,9,3.0,14,64.29,0,0,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vaibhav Wategaonkar,Oman,"Aug 30, 1982 (40 years)","Mumbai, India",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10455/vaibhav-wategaonkar,Scores/bat_10455.csv,Scores/bow_10455.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,0,14,14,14.0,14,100.0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Zeeshan Siddiqui,Oman,"Jul 22, 1979 (43 years)","Karachi, Sind, Pakistan",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10456/zeeshan-siddiqui,Scores/bat_10456.csv,Scores/bow_10456.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,1,60,33,15.0,63,95.24,0,0,0,7,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Zeeshan Maqsood,Oman,"Oct 24, 1987 (35 years)",--,Batting Allrounder,--,--,62,75,--,50,--,https://www.cricbuzz.com/profiles/10466/zeeshan-maqsood,Scores/bat_10466.csv,Scores/bow_10466.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,35,34,4,981,109,32.7,1397,70.22,2,0,5,77,20,47,39,7,960,102,30.0,796,120.6,1,0,4,101,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,35,1673,1139,48,4/15,4/15,4.08,23.73,34.85,0,0,47,37,684,740,31,4/7,4/7,6.49,23.87,22.06,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Amir Ali,Oman,"Nov 24, 1978 (44 years)","Karachi, Sind",Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10452/amir-ali,Scores/bat_10452.csv,Scores/bow_10452.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,8,3,97,32,19.4,65,149.23,0,0,0,11,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,5,54,67,1,1/6,1/6,7.44,67.0,54.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Khawar Ali,Oman,"Dec 20, 1985 (36 years)",Pakistan,Batting Allrounder,--,--,--,--,--,96,96,https://www.cricbuzz.com/profiles/10467/khawar-ali,Scores/bat_10467.csv,Scores/bow_10467.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,34,29,6,626,79,27.22,1058,59.17,0,0,4,56,6,40,35,3,626,72,19.56,635,98.58,0,0,2,67,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,34,1591,1265,42,5/15,5/15,4.77,30.12,37.88,1,0,40,39,722,795,46,4/11,4/11,6.61,17.28,15.7,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Mehran Khan,Oman,"Apr 13, 1987 (35 years)",--,Bowling Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10464/mehran-khan,Scores/bat_10464.csv,Scores/bow_10464.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,13,2,118,29,10.73,106,111.32,0,0,0,7,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,11,186,222,9,3/18,3/18,7.16,24.67,20.67,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Ajay Lalcheta,Oman,"Oct 22, 1983 (39 years)","Gujarat, India",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10458/ajay-lalcheta,Scores/bat_10458.csv,Scores/bow_10458.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,18,12,9.0,47,38.3,0,0,0,1,0,16,10,2,101,20,12.62,82,123.17,0,0,0,9,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,84,62,2,2/35,2/35,4.43,31.0,42.0,0,0,16,15,309,374,8,1/13,1/13,7.26,46.75,38.62,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Sufyan Mehmood,Oman,"Oct 21, 1991 (31 years)",--,Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10461/sufyan-mehmood,Scores/bat_10461.csv,Scores/bow_10461.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,4,4,4.0,16,25.0,0,0,0,0,0,5,2,1,19,13,19.0,41,46.34,0,0,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,8,8,0,0/8,0/8,6.0,0.0,0.0,0,0,5,5,63,71,2,1/20,1/20,6.76,35.5,31.5,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Rajeshkumar Ranpura,Oman,"Jul 17, 1983 (39 years)","Palanpur, Gujarat, India",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10460/rajeshkumar-ranpura,Scores/bat_10460.csv,Scores/bow_10460.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,5,5,0.0,8,62.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,36,32,3,2/17,2/17,5.33,10.67,12.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Munis Ansari,Oman,"Apr 01, 1984 (38 years)","Sehore, Madhya Pradesh, India",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10457/munis-ansari,Scores/bat_10457.csv,Scores/bow_10457.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,4,4,5,3,0.0,10,50.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,227,334,8,3/37,3/37,8.83,41.75,28.38,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Mohammad Nadeem,Oman,"Sep 04, 1982 (40 years)","Sialkot, Pakistan",Bowler,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/10459/mohammad-nadeem,Scores/bat_10459.csv,Scores/bow_10459.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,25,21,8,439,69,33.77,727,60.39,0,0,3,26,6,37,24,5,346,77,18.21,317,109.15,0,0,1,16,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,20,634,579,17,3/43,3/43,5.48,34.06,37.29,0,0,37,37,624,757,25,4/23,4/23,7.28,30.28,24.96,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Trevin Bastiampillai,Canada,"Oct 26, 1985 (37 years)",Sri Lanka,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/815/trevin-bastiampillai,Scores/bat_815.csv,Scores/bow_815.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13,0,175,49,13.46,301,58.14,0,0,0,26,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,3,24,31,0,0/8,0/8,7.75,0.0,0.0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tyson Gordon,Canada,"Jan 31, 1982 (40 years)",--,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7852/tyson-gordon,Scores/bat_7852.csv,Scores/bow_7852.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,0,27,9,5.4,59,45.76,0,0,0,2,0,3,3,0,32,23,10.67,37,86.49,0,0,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,2,15,25,0,0/1,0/1,10.0,0.0,0.0,0,0,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ruvindu Gunasekera,Canada,"Jul 20, 1991 (31 years)",Colombo,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1422/ruvindu-gunasekera,Scores/bat_1422.csv,Scores/bow_1422.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,19,19,0,455,72,23.95,679,67.01,0,0,6,40,11,8,8,0,202,65,25.25,188,107.45,0,0,1,23,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jimmy Hansra,Canada,"Dec 29, 1984 (37 years)","Ludhiana, India",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/7676/jimmy-hansra,Scores/bat_7676.csv,Scores/bow_7676.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,24,22,4,421,70,23.39,725,58.07,0,0,2,27,8,8,8,2,82,30,13.67,85,96.47,0,0,0,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,18,445,413,7,3/27,3/27,5.57,59.0,63.57,0,0,8,6,90,94,7,2/13,2/13,6.27,13.43,12.86,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Junaid Siddique,Canada,"Oct 30, 1987 (35 years)",Rajshahi,Batsman,--,--,--,--,--,--,97,https://www.cricbuzz.com/profiles/784/junaid-siddique,Scores/bat_784.csv,Scores/bow_784.csv,19,37,0,969,106,26.19,2341,41.39,1,0,7,123,1,55,54,1,1201,100,22.66,1783,67.36,1,0,6,118,7,7,7,0,160,71,22.86,108,148.15,0,0,1,16,7,-,-,-,-,-,-,-,-,-,-,-,-,-,19,2,18,11,0,0/2,0/2,3.67,0.0,0.0,0,0,55,3,66,63,0,0/4,0/4,5.73,0.0,0.0,0,0,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nitish Kumar,Canada,"May 21, 1994 (28 years)","Scarborough, Ontario",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/6474/nitish-kumar,Scores/bat_6474.csv,Scores/bow_6474.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,16,15,1,217,38,15.5,397,54.66,0,0,0,18,0,12,12,1,342,83,31.09,258,132.56,0,0,3,27,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,3,66,63,2,2/40,2/40,5.73,31.5,33.0,0,0,12,5,66,71,1,1/18,1/18,6.45,71.0,66.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Hiral Patel,Canada,"Aug 10, 1991 (31 years)","Ahmedabad, Gujarat, India",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/3289/hiral-patel,Scores/bat_3289.csv,Scores/bow_3289.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,23,23,1,468,62,21.27,584,80.14,0,0,2,56,8,11,11,1,220,88,22.0,218,100.92,0,0,1,19,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,16,409,351,10,4/28,4/28,5.15,35.1,40.9,0,0,11,5,59,83,2,2/23,2/23,8.44,41.5,29.5,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Rizwan Cheema,Canada,"Aug 15, 1978 (44 years)",Pakistan,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1426/rizwan-cheema,Scores/bat_1426.csv,Scores/bow_1426.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,33,32,1,764,94,24.65,685,111.53,0,0,6,92,35,18,18,0,263,68,14.61,246,106.91,0,0,1,25,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,32,1330,1095,32,3/25,3/25,4.94,34.22,41.56,0,0,18,15,300,382,9,2/19,2/19,7.64,42.44,33.33,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Durand Soraine,Canada,"Sep 11, 1983 (39 years)",India,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/823/durand-soraine,Scores/bat_823.csv,Scores/bow_823.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,0,14,6,3.5,20,70.0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3,113,95,3,2/58,2/58,5.04,31.67,37.67,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Zubin Surkari,Canada,"Feb 26, 1980 (42 years)","Toronto, Ontario",Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1432/zubin-surkari,Scores/bat_1432.csv,Scores/bow_1432.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,23,21,3,323,49,17.94,642,50.31,0,0,0,30,0,4,3,0,10,6,3.33,33,30.3,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Usman Limbada,Canada,"Oct 02, 1989 (33 years)",canada,Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/6475/usman-limbada,Scores/bat_6475.csv,Scores/bow_6475.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,1,189,50,18.9,284,66.55,0,0,1,19,1,7,3,2,53,21,53.0,41,129.27,0,0,0,6,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Harvir Baidwan,Canada,"Jul 31, 1987 (35 years)","Chandigarh, India",Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/1419/harvir-baidwan,Scores/bat_1419.csv,Scores/bow_1419.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,32,22,7,220,33,14.67,339,64.9,0,0,0,13,0,17,11,2,54,21,6.0,52,103.85,0,0,0,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,32,1551,1348,44,3/19,3/19,5.21,30.64,35.25,0,0,17,17,323,411,27,4/19,4/19,7.63,15.22,11.96,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Damodar Daesrat,Canada,"Jul 04, 1981 (41 years)","Cumberland, Berbice, Guyana",Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/8377/damodar-daesrat,Scores/bat_8377.csv,Scores/bow_8377.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3,0,95,40,31.67,138,68.84,0,0,0,11,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,72,48,2,1/13,1/13,4.0,24.0,36.0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Raza-ur-Rehman,Canada,"Nov 05, 1985 (37 years)",Bulawayo,Batting Allrounder,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/8256/raza-ur-rehman,Scores/bat_8256.csv,Scores/bow_8256.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,0,225,88,45.0,262,85.88,0,0,3,30,0,5,4,0,25,10,6.25,29,86.21,0,0,0,3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,121,128,1,1/59,1/59,6.35,128.0,121.0,0,0,5,3,54,58,2,2/16,2/16,6.44,29.0,27.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Ashish Bagai,Canada,"Jan 26, 1982 (40 years)","Delhi, India",WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/676/ashish-bagai,Scores/bat_676.csv,Scores/bow_676.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,62,60,8,1964,137,37.77,2994,65.6,2,0,16,182,8,9,9,2,284,67,40.57,249,114.06,0,0,2,27,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
R A Bhatti,Canada,"Feb 18, 1990 (32 years)",Lahore,WK-Batsman,--,--,--,--,--,--,--,https://www.cricbuzz.com/profiles/8033/r-a-bhatti,Scores/bat_8033.csv,Scores/bow_8033.csv,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,3,3,0.0,4,75.0,0,0,0,0,0,4,4,1,25,11,8.33,37,67.57,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
